Goods,Building,max_supply,current_output,level
7,3793,91.3872,91.3872,40
9,3793,15.2312,15.2312,40
10,3793,15.2312,15.2312,40
12,3793,15.2312,15.2312,40
13,3793,15.2312,15.2312,40
15,3793,15.2312,15.2312,40
38,3793,21.32368,21.32368,40
7,3794,147.0,147.0,49
9,3794,24.5,24.5,49
10,3794,24.5,24.5,49
12,3794,24.5,24.5,49
13,3794,24.5,24.5,49
15,3794,24.5,24.5,49
38,3794,34.3,34.3,49
7,3797,47.6052,47.6052,40
9,3797,7.9342,7.9342,40
10,3797,7.9342,7.9342,40
12,3797,7.9342,7.9342,40
13,3797,7.9342,7.9342,40
15,3797,7.9342,7.9342,40
38,3797,11.10788,11.10788,40
7,3798,0.9918,0.79344,40
9,3798,1.4877,1.19016,40
10,3798,0.4959,0.39672,40
12,3798,0.9918,0.79344,40
13,3798,0.9918,0.79344,40
15,3798,0.9918,0.79344,40
36,3798,3.292775,2.63422,40
38,3798,1.3885125,1.11081,40
7,3799,0.3398,0.27184,20
9,3799,0.5096999999999999,0.40776,20
10,3799,0.1699,0.13592,20
12,3799,0.3398,0.27184,20
13,3799,0.3398,0.27184,20
15,3799,0.3398,0.27184,20
36,3799,1.1281249999999998,0.9025,20
38,3799,0.4757125,0.38057,20
7,3800,96.8736,96.8736,40
9,3800,16.1456,16.1456,40
10,3800,16.1456,16.1456,40
12,3800,16.1456,16.1456,40
13,3800,16.1456,16.1456,40
15,3800,16.1456,16.1456,40
38,3800,22.60384,22.60384,40
7,3801,258.0,258.0,86
9,3801,43.0,43.0,86
10,3801,43.0,43.0,86
12,3801,43.0,43.0,86
13,3801,43.0,43.0,86
15,3801,43.0,43.0,86
38,3801,60.2,60.2,86
15,3802,75.0,37.038791223051604,3
7,3804,413.9793,413.9793,138
9,3804,68.99655,68.99655,138
10,3804,68.99655,68.99655,138
12,3804,68.99655,68.99655,138
13,3804,68.99655,68.99655,138
15,3804,68.99655,68.99655,138
38,3804,96.59517,96.59517,138
15,3805,100.0,49.38505496406881,4
7,3806,299.247,299.247,100
9,3806,49.8745,49.8745,100
10,3806,49.8745,49.8745,100
12,3806,49.8745,49.8745,100
13,3806,49.8745,49.8745,100
15,3806,49.8745,49.8745,100
38,3806,69.8243,69.8243,100
7,3807,172.07652,172.07652,77
9,3807,28.67942,28.67942,77
10,3807,28.67942,28.67942,77
12,3807,28.67942,28.67942,77
13,3807,28.67942,28.67942,77
15,3807,28.67942,28.67942,77
38,3807,40.15118,40.15118,77
7,3808,329.0364,329.0364,110
9,3808,54.8394,54.8394,110
10,3808,54.8394,54.8394,110
12,3808,54.8394,54.8394,110
13,3808,54.8394,54.8394,110
15,3808,54.8394,54.8394,110
38,3808,76.77516,76.77516,110
15,3809,50.0,24.692527482034404,2
7,3810,360.0,360.0,120
9,3810,60.0,60.0,120
10,3810,60.0,60.0,120
12,3810,60.0,60.0,120
13,3810,60.0,60.0,120
15,3810,60.0,60.0,120
38,3810,84.0,84.0,120
15,3811,150.0,74.07758244610321,6
7,3812,48.0,48.0,16
9,3812,8.0,8.0,16
10,3812,8.0,8.0,16
12,3812,8.0,8.0,16
13,3812,8.0,8.0,16
15,3812,8.0,8.0,16
38,3812,11.2,11.2,16
7,3814,140.7588,140.7588,52
9,3814,23.4598,23.4598,52
10,3814,23.4598,23.4598,52
12,3814,23.4598,23.4598,52
13,3814,23.4598,23.4598,52
15,3814,23.4598,23.4598,52
38,3814,32.84372,32.84372,52
7,3816,223.74696,223.74696,79
9,3816,37.29116,37.29116,79
10,3816,37.29116,37.29116,79
12,3816,37.29116,37.29116,79
13,3816,37.29116,37.29116,79
15,3816,37.29116,37.29116,79
38,3816,52.20762,52.20762,79
7,3817,22.314,22.314,40
9,3817,3.719,3.719,40
10,3817,3.719,3.719,40
12,3817,3.719,3.719,40
13,3817,3.719,3.719,40
15,3817,3.719,3.719,40
38,3817,5.2066,5.2066,40
7,3818,209.31960000000004,240.71754,70
9,3818,34.8866,40.11959,70
10,3818,34.8866,40.11959,70
12,3818,34.8866,40.11959,70
13,3818,34.8866,40.11959,70
15,3818,34.8866,40.11959,70
38,3818,48.8412347826087,56.16742,70
15,3819,50.0,24.692527482034404,2
7,3820,501.0,501.0,167
9,3820,83.5,83.5,167
10,3820,83.5,83.5,167
12,3820,83.5,83.5,167
13,3820,83.5,83.5,167
15,3820,83.5,83.5,167
38,3820,116.9,116.9,167
15,3821,25.0,12.346263741017202,1
7,3822,109.989,109.989,60
9,3822,18.3315,18.3315,60
10,3822,18.3315,18.3315,60
12,3822,18.3315,18.3315,60
13,3822,18.3315,18.3315,60
15,3822,18.3315,18.3315,60
38,3822,25.6641,25.6641,60
15,3823,25.0,12.346263741017202,1
7,3824,110.7713391304348,127.38704,37
9,3824,18.461886956521738,21.23117,37
10,3824,18.461886956521738,21.23117,37
12,3824,18.461886956521738,21.23117,37
13,3824,18.461886956521738,21.23117,37
15,3824,18.461886956521738,21.23117,37
38,3824,25.846643478260873,29.72364,37
15,3825,50.0,24.692527482034404,2
7,3826,149.904,149.904,50
9,3826,24.984,24.984,50
10,3826,24.984,24.984,50
12,3826,24.984,24.984,50
13,3826,24.984,24.984,50
15,3826,24.984,24.984,50
38,3826,34.9776,34.9776,50
7,3827,436.686,436.686,146
9,3827,72.781,72.781,146
10,3827,72.781,72.781,146
12,3827,72.781,72.781,146
13,3827,72.781,72.781,146
15,3827,72.781,72.781,146
38,3827,101.8934,101.8934,146
15,3828,50.0,24.692527482034404,2
7,3829,184.4535,184.4535,77
9,3829,30.74225,30.74225,77
10,3829,30.74225,30.74225,77
12,3829,30.74225,30.74225,77
13,3829,30.74225,30.74225,77
15,3829,30.74225,30.74225,77
38,3829,43.03915,43.03915,77
15,3830,25.0,12.346263741017202,1
7,3831,338.04063,338.04063,113
9,3831,56.3401,56.3401,113
10,3831,56.3401,56.3401,113
12,3831,56.3401,56.3401,113
13,3831,56.3401,56.3401,113
15,3831,56.3401,56.3401,113
38,3831,78.87614,78.87614,113
15,3832,25.0,12.346263741017202,1
7,3927,242.57775,242.57775,95
9,3927,40.42962,40.42962,95
10,3927,40.42962,40.42962,95
12,3927,40.42962,40.42962,95
13,3927,40.42962,40.42962,95
15,3927,40.42962,40.42962,95
38,3927,56.60147,56.60147,95
7,3928,156.0375,156.0375,57
9,3928,26.00625,26.00625,57
10,3928,26.00625,26.00625,57
12,3928,26.00625,26.00625,57
13,3928,26.00625,26.00625,57
15,3928,26.00625,26.00625,57
38,3928,36.40875,36.40875,57
15,3929,25.0,12.346263741017202,1
7,3930,213.23379,213.23379,77
9,3930,35.53896,35.53896,77
10,3930,35.53896,35.53896,77
12,3930,35.53896,35.53896,77
13,3930,35.53896,35.53896,77
15,3930,35.53896,35.53896,77
38,3930,49.75455,49.75455,77
7,3931,293.33262,293.33262,98
9,3931,48.88877,48.88877,98
10,3931,48.88877,48.88877,98
12,3931,48.88877,48.88877,98
13,3931,48.88877,48.88877,98
15,3931,48.88877,48.88877,98
38,3931,68.44427,68.44427,98
15,3932,25.0,12.346263741017202,1
7,3933,214.7769,214.7769,87
9,3933,35.79615,35.79615,87
10,3933,35.79615,35.79615,87
12,3933,35.79615,35.79615,87
13,3933,35.79615,35.79615,87
15,3933,35.79615,35.79615,87
38,3933,50.11461,50.11461,87
7,3934,450.00000000000006,517.5,150
9,3934,75.0,86.25,150
10,3934,75.0,86.25,150
12,3934,75.0,86.25,150
13,3934,75.0,86.25,150
15,3934,75.0,86.25,150
38,3934,105.00000000000001,120.75,150
15,3935,125.0,61.73131870508601,5
15,4025,25.0,12.346263741017202,1
15,4027,25.0,12.346263741017202,1
