Goods,Building,max_supply,current_output,level
39,317,16.0,16.16,2
25,318,160.0,13.536278481129692,4
22,319,40.0,3.384069620282423,1
10,320,200.0,16.185401499677837,5
26,320,50.0,4.046350374919459,5
11,323,104.99999999999999,64.47244547773006,3
38,323,180.0,110.52419224753726,3
10,324,120.0,9.711240899806702,3
26,324,30.0,2.4278102249516755,3
8,325,100.0,37.79653611151445,2
7,326,150.0,163.5,10
39,326,80.0,87.2,10
31,330,80.0,13.569041018489017,4
35,330,100.0,16.96130127311127,4
7,331,120.00000000000001,140.4,8
39,331,64.0,74.88,8
9,332,160.00000000000003,68.12053732546953,4
32,332,20.000000000000004,8.515067165683691,4
36,332,100.00000000000001,42.57533582841845,4
9,634,40.0,17.03013433136738,1
32,634,5.0,2.1287667914209223,1
36,634,25.0,10.643833957104611,1
8,635,25.0,25.0,1
7,1209,15.000000000000002,17.25,1
39,1209,8.0,9.2,1
9,1210,30.000000000000004,34.5,1
36,1210,5.0,5.75,1
7,1222,11.6307,11.6307,1
39,1222,6.20304,6.20304,1
8,1228,42.6,16.101324383505155,1
7,1229,12.73845,12.73845,1
39,1229,6.79384,6.79384,1
42,1260,60.0,60.6,2
42,1732,90.0,91.8,3
41,1733,40.0,40.4,2
43,1734,50.0,50.5,2
42,2328,60.0,60.6,2
21,2353,50.0,50.5,2
7,2878,67.96825,67.96825,35
9,2878,13.59365,13.59365,35
10,2878,13.59365,13.59365,35
12,2878,13.59365,13.59365,35
13,2878,13.59365,13.59365,35
15,2878,13.59365,13.59365,35
38,2878,19.03111,19.03111,35
15,2879,80.0,12.841846378017276,2
7,2880,205.0,205.0,82
9,2880,41.0,41.0,82
10,2880,41.0,41.0,82
12,2880,41.0,41.0,82
13,2880,41.0,41.0,82
15,2880,41.0,41.0,82
38,2880,57.4,57.4,82
15,2881,240.0,38.525539134051826,6
7,3131,2.39,2.39,5
9,3131,0.478,0.478,5
10,3131,0.478,0.478,5
12,3131,0.478,0.478,5
13,3131,0.478,0.478,5
15,3131,0.478,0.478,5
38,3131,0.6692,0.6692,5
7,3219,4.666347826086957,5.3663,13
9,3219,0.9332695652173915,1.07326,13
10,3219,0.9332695652173915,1.07326,13
12,3219,0.9332695652173915,1.07326,13
13,3219,0.9332695652173915,1.07326,13
15,3219,0.9332695652173915,1.07326,13
38,3219,1.3065739130434784,1.50256,13
7,3246,9.267,9.267,6
9,3246,1.8534,1.8534,6
10,3246,1.8534,1.8534,6
12,3246,1.8534,1.8534,6
13,3246,1.8534,1.8534,6
15,3246,1.8534,1.8534,6
38,3246,2.59476,2.59476,6
7,3278,197.5,197.5,79
9,3278,39.5,39.5,79
10,3278,39.5,39.5,79
12,3278,39.5,39.5,79
13,3278,39.5,39.5,79
15,3278,39.5,39.5,79
38,3278,55.3,55.3,79
15,3279,80.0,12.841846378017276,2
7,3280,162.23025,162.23025,65
9,3280,32.44605,32.44605,65
10,3280,32.44605,32.44605,65
12,3280,32.44605,32.44605,65
13,3280,32.44605,32.44605,65
15,3280,32.44605,32.44605,65
38,3280,45.42447,45.42447,65
15,3281,280.0,44.94646232306047,7
7,3282,125.37674545454546,137.91442,90
9,3282,25.075345454545452,27.58288,90
10,3282,25.075345454545452,27.58288,90
12,3282,25.075345454545452,27.58288,90
13,3282,25.075345454545452,27.58288,90
15,3282,25.075345454545452,27.58288,90
38,3282,35.105481818181815,38.61603,90
15,3283,160.0,25.683692756034553,4
7,3284,127.49999999999999,140.25,51
9,3284,25.5,28.05,51
10,3284,25.5,28.05,51
12,3284,25.5,28.05,51
13,3284,25.5,28.05,51
15,3284,25.5,28.05,51
38,3284,35.7,39.27,51
15,3285,80.0,12.841846378017276,2
7,3286,132.09322,132.09322,53
9,3286,26.41864,26.41864,53
10,3286,26.41864,26.41864,53
12,3286,26.41864,26.41864,53
13,3286,26.41864,26.41864,53
15,3286,26.41864,26.41864,53
38,3286,36.9861,36.9861,53
15,3287,80.0,12.841846378017276,2
7,3288,142.5,142.5,57
9,3288,28.5,28.5,57
10,3288,28.5,28.5,57
12,3288,28.5,28.5,57
13,3288,28.5,28.5,57
15,3288,28.5,28.5,57
38,3288,39.9,39.9,57
15,3289,40.0,6.420923189008638,1
7,3290,174.96325,174.96325,70
9,3290,34.99265,34.99265,70
10,3290,34.99265,34.99265,70
12,3290,34.99265,34.99265,70
13,3290,34.99265,34.99265,70
15,3290,34.99265,34.99265,70
38,3290,48.98971,48.98971,70
15,3291,40.0,6.420923189008638,1
7,3292,157.5,157.5,63
9,3292,31.5,31.5,63
10,3292,31.5,31.5,63
12,3292,31.5,31.5,63
13,3292,31.5,31.5,63
15,3292,31.5,31.5,63
38,3292,44.1,44.1,63
15,3293,80.0,12.841846378017276,2
7,3294,227.5,227.5,91
9,3294,45.5,45.5,91
10,3294,45.5,45.5,91
12,3294,45.5,45.5,91
13,3294,45.5,45.5,91
15,3294,45.5,45.5,91
38,3294,63.7,63.7,91
15,3295,160.0,25.683692756034553,4
7,3296,113.0376,113.0376,78
9,3296,22.60752,22.60752,78
10,3296,22.60752,22.60752,78
12,3296,22.60752,22.60752,78
13,3296,22.60752,22.60752,78
15,3296,22.60752,22.60752,78
38,3296,31.65052,31.65052,78
15,3297,160.0,25.683692756034553,4
7,3298,104.63949999999998,115.10345,70
9,3298,20.927899999999998,23.02069,70
10,3298,20.927899999999998,23.02069,70
12,3298,20.927899999999998,23.02069,70
13,3298,20.927899999999998,23.02069,70
15,3298,20.927899999999998,23.02069,70
38,3298,29.299054545454545,32.22896,70
15,3299,80.0,12.841846378017276,2
7,3300,76.5006,76.5006,88
9,3300,15.30012,15.30012,88
10,3300,15.30012,15.30012,88
12,3300,15.30012,15.30012,88
13,3300,15.30012,15.30012,88
15,3300,15.30012,15.30012,88
38,3300,21.42016,21.42016,88
15,3301,120.0,19.262769567025913,3
7,3302,115.69635,115.69635,53
9,3302,23.13927,23.13927,53
10,3302,23.13927,23.13927,53
12,3302,23.13927,23.13927,53
13,3302,23.13927,23.13927,53
15,3302,23.13927,23.13927,53
38,3302,32.39497,32.39497,53
15,3303,40.0,6.420923189008638,1
7,3304,174.7025,174.7025,70
9,3304,34.9405,34.9405,70
10,3304,34.9405,34.9405,70
12,3304,34.9405,34.9405,70
13,3304,34.9405,34.9405,70
15,3304,34.9405,34.9405,70
38,3304,48.9167,48.9167,70
15,3305,80.0,12.841846378017276,2
7,3306,222.47975,222.47975,107
9,3306,44.49595,44.49595,107
10,3306,44.49595,44.49595,107
12,3306,44.49595,44.49595,107
13,3306,44.49595,44.49595,107
15,3306,44.49595,44.49595,107
38,3306,62.29433,62.29433,107
7,3307,133.0375,146.34125,58
9,3307,26.607499999999995,29.26825,58
10,3307,26.607499999999995,29.26825,58
12,3307,26.607499999999995,29.26825,58
13,3307,26.607499999999995,29.26825,58
15,3307,26.607499999999995,29.26825,58
38,3307,37.250499999999995,40.97555,58
15,3308,80.0,12.841846378017276,2
7,3309,44.99999999999999,49.5,18
9,3309,9.0,9.9,18
10,3309,9.0,9.9,18
12,3309,9.0,9.9,18
13,3309,9.0,9.9,18
15,3309,9.0,9.9,18
38,3309,12.599999999999998,13.86,18
15,3310,319.99999999999994,51.3673855120691,8
7,3352,2.81949,2.81949,6
8,3352,11.27796,11.27796,6
9,3352,1.40974,1.40974,6
10,3352,4.22923,4.22923,6
12,3352,2.81949,2.81949,6
13,3352,2.81949,2.81949,6
15,3352,2.81949,2.81949,6
38,3352,3.94728,3.94728,6
7,3379,18.262258333333335,21.91471,18
9,3379,3.0437083333333335,3.65245,18
10,3379,3.0437083333333335,3.65245,18
12,3379,4.058275,4.86993,18
13,3379,4.058275,4.86993,18
15,3379,4.058275,4.86993,18
38,3379,6.087416666666667,7.3049,18
7,3579,7.5,7.5,3
9,3579,1.5,1.5,3
10,3579,1.5,1.5,3
12,3579,1.5,1.5,3
13,3579,1.5,1.5,3
15,3579,1.5,1.5,3
38,3579,2.1,2.1,3
7,3586,2.88167,2.88167,17
9,3586,1.44083,1.44083,17
10,3586,4.3225,4.3225,17
12,3586,2.88167,2.88167,17
13,3586,2.88167,2.88167,17
15,3586,2.88167,2.88167,17
37,3586,7.66524,7.66524,17
38,3586,4.03433,4.03433,17
7,3941,3.81168,3.81168,9
9,3941,5.71752,5.71752,9
10,3941,1.90584,1.90584,9
12,3941,3.81168,3.81168,9
13,3941,3.81168,3.81168,9
15,3941,3.81168,3.81168,9
36,3941,10.13906,10.13906,9
38,3941,5.33635,5.33635,9
