Goods,Building,max_demand,current_input,level
10,1018,160.0,79.0160879425101,4
5,1021,40.0,28.518965038594953,20
18,1022,15.0,20.913907694969637,3
33,1024,10.0,0.6103076278136813,2
1,1025,10.0,1.5549311587254269,10
2,1025,10.0,1.5549311587254269,10
1,1032,10.0,1.5549311587254269,10
2,1032,10.0,1.5549311587254269,10
33,1033,10.0,0.6103076278136813,2
9,1034,40.0,52.73114474161597,2
10,1034,80.0,39.50804397125505,2
33,1035,30.0,1.8309228834410443,6
33,1036,10.0,0.6103076278136813,2
1,1037,10.0,1.5549311587254269,10
2,1037,10.0,1.5549311587254269,10
5,1040,10.0,7.129741259648738,5
1,1041,5.0,0.7774655793627134,5
2,1041,5.0,0.7774655793627134,5
18,1042,5.0,6.971302564989879,1
5,1044,10.0,7.129741259648738,5
18,1045,15.0,20.913907694969637,3
1,1047,5.0,0.7774655793627134,5
2,1047,5.0,0.7774655793627134,5
18,1048,5.0,6.971302564989879,1
9,1049,20.0,26.365572370807985,2
10,1049,60.0,29.631032978441286,2
10,1050,90.0,44.446549467661924,3
10,1052,30.0,14.815516489220643,1
24,1052,20.0,0.971546151367655,1
33,1053,15.0,0.9154614417205221,3
9,1061,240.0,316.3868684496959,6
10,1063,60.0,29.631032978441286,2
10,1065,30.0,14.815516489220643,1
1,2120,3.0,0.466479347617628,3
2,2120,3.0,0.466479347617628,3
1,2126,3.0,0.466479347617628,3
2,2126,3.0,0.466479347617628,3
9,2133,40.0,52.73114474161597,1
1,2134,10.0,1.5549311587254269,10
2,2134,10.0,1.5549311587254269,10
24,2135,199.99999999999997,9.715461513676546,10
26,2135,99.99999999999999,20.92257715014561,10
7,2136,80.0,84.58090271227535,2
42,2136,50.0,3.5890228271458318,2
1,2138,20.0,3.1098623174508537,20
2,2138,20.0,3.1098623174508537,20
14,2139,50.0,25.500483089678323,5
24,2140,140.0,6.800823059573585,7
26,2140,70.0,14.64580400510193,7
10,2141,60.0,29.631032978441286,2
7,2142,120.0,126.87135406841301,3
42,2142,75.0,5.383534240718748,3
1,2144,20.0,3.1098623174508537,20
2,2144,20.0,3.1098623174508537,20
33,2145,25.0,1.5257690695342034,5
33,2146,49.99999999999999,3.0515381390684064,10
1,2148,20.0,3.1098623174508537,20
2,2148,20.0,3.1098623174508537,20
33,2860,30.0,1.8309228834410443,6
33,2861,10.0,0.6103076278136813,2
5,2862,10.0,7.129741259648738,5
18,2863,5.0,6.971302564989879,1
10,2906,25.0,12.346263741017202,5
10,3772,5.0,2.4692527482034405,1
10,3802,15.0,7.407758244610322,3
10,3805,20.0,9.877010992813762,4
10,3809,10.0,4.938505496406881,2
10,3811,30.0,14.815516489220643,6
10,3819,10.0,4.938505496406881,2
10,3821,5.0,2.4692527482034405,1
10,3823,5.0,2.4692527482034405,1
10,3825,10.0,4.938505496406881,2
10,3828,10.0,4.938505496406881,2
10,3830,5.0,2.4692527482034405,1
10,3832,5.0,2.4692527482034405,1
10,3929,5.0,2.4692527482034405,1
10,3932,5.0,2.4692527482034405,1
10,3935,25.0,12.346263741017202,5
10,4025,5.0,2.4692527482034405,1
10,4027,5.0,2.4692527482034405,1
