id,name,level
1743,building_sugar_plantationlevel,3
1744,building_coffee_plantationlevel,5
1745,building_portlevel,1
1763,building_sugar_plantationlevel,2
1764,building_portlevel,1
1892,building_portlevel,1
2330,building_sugar_plantationlevel,1
2331,building_portlevel,1
2723,building_tea_plantationlevel,1
2724,building_portlevel,1
2873,building_subsistence_farmslevel,10
2874,building_urban_centerlevel,24
2875,building_subsistence_farmslevel,21
2876,building_urban_centerlevel,12
2993,building_subsistence_farmslevel,20
2995,building_subsistence_farmslevel,6
3079,building_subsistence_farmslevel,5
3132,building_subsistence_farmslevel,12
3202,building_subsistence_pastureslevel,10
3247,building_subsistence_farmslevel,7
3261,building_subsistence_farmslevel,37
3262,building_urban_centerlevel,1
3263,building_subsistence_farmslevel,29
3264,building_urban_centerlevel,13
3265,building_subsistence_farmslevel,30
3266,building_subsistence_farmslevel,45
3267,building_urban_centerlevel,12
3268,building_subsistence_farmslevel,20
3269,building_urban_centerlevel,8
3270,building_subsistence_farmslevel,52
3271,building_urban_centerlevel,5
3272,building_subsistence_farmslevel,44
3273,building_urban_centerlevel,4
3274,building_subsistence_farmslevel,105
3275,building_subsistence_farmslevel,107
3276,building_subsistence_farmslevel,75
3277,building_urban_centerlevel,2
3324,building_subsistence_farmslevel,5
3350,building_subsistence_fishing_villageslevel,8
3351,building_subsistence_fishing_villageslevel,10
3354,building_subsistence_fishing_villageslevel,8
3355,building_subsistence_farmslevel,11
3451,building_subsistence_rice_paddieslevel,1
3591,building_subsistence_orchardslevel,6
3938,building_subsistence_orchardslevel,5
3955,building_subsistence_farmslevel,68
3961,building_trade_centerlevel,141
4041,building_conscription_centerlevel,11
4042,building_conscription_centerlevel,8
4235,building_conscription_centerlevel,3
4236,building_conscription_centerlevel,8
4237,building_conscription_centerlevel,2
4238,building_conscription_centerlevel,10
4239,building_conscription_centerlevel,6
4240,building_conscription_centerlevel,7
4241,building_conscription_centerlevel,6
4242,building_conscription_centerlevel,6
4243,building_conscription_centerlevel,6
4244,building_conscription_centerlevel,5
4281,building_conscription_centerlevel,1
4645,building_conscription_centerlevel,3
