Goods,Building,max_demand,current_input,level
10,114,150.0,13.623716972148642,5
22,114,50.0,1.5120076887263343,5
0,115,10.0,0.41589199403284616,10
1,115,10.0,0.5429371046041254,10
2,115,10.0,0.5429371046041254,10
7,116,20.0,4.060764470299626,2
33,116,20.0,1.2782609511731537,2
33,117,40.00000000000001,2.5565219023463075,4
33,118,15.0,0.9586957133798653,3
10,119,5.0,0.45412389907162143,1
23,119,10.0,0.47773920380075463,1
29,119,10.0,0.5469387877614876,1
18,120,5.0,0.3949262730824183,1
14,121,100.0,6.992702301927205,5
10,122,360.0,32.696920733156745,12
30,122,239.99999999999997,13.36034723768772,12
9,123,30.7916,3.0018624131937846,2
10,123,61.5832,5.593280580261496,2
24,123,76.979,4.307528210565901,2
33,123,15.3958,0.9839924976035819,2
9,124,300.0,29.246896035221795,10
20,124,99.99999999999999,0.0,10
21,124,49.99999999999999,0.0,10
23,125,300.0,14.332176114022639,10
24,125,399.99999999999994,22.382874345293654,10
30,126,240.0,13.360347237687721,8
0,127,10.0,0.41589199403284616,10
1,127,10.0,0.5429371046041254,10
2,127,10.0,0.5429371046041254,10
5,128,30.0,1.534507974410241,15
33,129,100.0,6.391304755865768,10
23,130,50.0,2.388696019003773,5
33,130,50.0,3.195652377932884,5
32,131,39.99999999999999,2.437946278525347,8
33,131,8.0,0.5113043804692614,8
7,132,30.0,6.0911467054494395,3
33,132,30.0,1.9173914267597305,3
10,133,25.0,2.2706194953581074,5
23,133,50.0,2.388696019003773,5
29,133,50.0,2.7346939388074385,5
18,134,20.0,1.5797050923296732,4
0,135,5.0,0.20794599701642308,5
1,135,5.0,0.2714685523020627,5
2,135,5.0,0.2714685523020627,5
33,136,15.0,0.9586957133798653,3
18,137,10.0,0.7898525461648366,2
18,138,20.0,1.5797050923296732,4
14,139,100.0,6.992702301927205,5
24,140,159.99999999999997,8.953149738117462,8
26,140,79.99999999999999,0.2010371089685854,8
9,141,750.0,73.11724008805449,25
20,141,250.0,0.0,25
21,141,125.0,0.0,25
9,142,50.0,4.874482672536965,5
10,142,100.0,9.08247798143243,5
26,142,50.0,0.1256481931053659,5
33,142,25.0,1.597826188966442,5
22,143,60.0,1.8144092264716012,2
23,143,30.0,1.4332176114022641,2
24,143,20.0,1.119143717264683,2
33,144,79.99999999999999,5.113043804692614,8
23,145,79.99999999999999,3.8219136304060366,8
33,145,79.99999999999999,5.113043804692614,8
32,146,49.99999999999999,3.0474328481566837,10
33,146,10.0,0.6391304755865769,10
7,147,50.0,10.151911175749065,5
33,147,50.0,3.195652377932884,5
10,148,25.0,2.2706194953581074,5
23,148,50.0,2.388696019003773,5
29,148,50.0,2.7346939388074385,5
0,149,20.0,0.8317839880656923,20
1,149,20.0,1.0858742092082507,20
2,149,20.0,1.0858742092082507,20
18,150,20.0,1.5797050923296732,4
14,151,60.0,4.195621381156323,3
14,152,25.0,1.7481755754818014,5
9,153,150.0,14.623448017610897,15
10,153,300.0,27.247433944297285,15
26,153,150.0,0.37694457931609765,15
33,153,75.0,4.793478566899326,15
10,154,100.0,9.08247798143243,5
25,154,50.0,2.15611907221207,5
7,155,160.0,32.486115762397006,4
42,155,160.0,74.74139316374294,4
23,156,20.0,0.9554784076015093,2
33,156,20.0,1.2782609511731537,2
9,157,20.0,1.9497930690147864,1
10,157,40.0,3.6329911925729714,1
26,157,20.0,0.05025927724214636,1
29,157,10.0,0.5469387877614876,1
0,158,5.0,0.20794599701642308,5
1,158,5.0,0.2714685523020627,5
2,158,5.0,0.2714685523020627,5
5,159,50.0,2.557513290683735,25
32,160,35.00000000000001,2.1332029937096793,7
33,160,7.0,0.4473913329106038,7
7,161,30.0,6.0911467054494395,3
33,161,30.0,1.9173914267597305,3
18,162,15.0,1.1847788192472548,3
10,163,5.0,0.45412389907162143,1
23,163,10.0,0.47773920380075463,1
29,163,10.0,0.5469387877614876,1
18,164,25.0,1.9746313654120915,5
14,165,100.0,6.992702301927205,5
10,166,119.99999999999999,10.898973577718913,4
30,166,80.0,4.453449079229241,4
9,167,150.0,14.623448017610897,5
20,167,50.0,0.0,5
21,167,25.0,0.0,5
9,168,80.00000000000001,7.7991722760591475,4
10,168,160.00000000000003,14.531964770291887,4
26,168,80.00000000000001,0.20103710896858548,4
29,168,40.00000000000001,2.187755151045951,4
0,169,5.0,0.20794599701642308,5
1,169,5.0,0.2714685523020627,5
2,169,5.0,0.2714685523020627,5
5,170,50.0,2.557513290683735,25
32,171,25.0,1.523716424078342,5
33,171,5.0,0.31956523779328844,5
7,172,30.0,6.0911467054494395,3
33,172,30.0,1.9173914267597305,3
23,173,30.0,1.4332176114022641,3
33,173,30.0,1.9173914267597305,3
10,174,5.0,0.45412389907162143,1
23,174,10.0,0.47773920380075463,1
29,174,10.0,0.5469387877614876,1
18,175,10.0,0.7898525461648366,2
18,176,25.0,1.9746313654120915,5
14,177,60.0,4.195621381156323,3
9,178,15.3958,1.5009312065968923,1
10,178,30.7916,2.796640290130748,1
24,178,38.4895,2.1537641052829506,1
33,178,7.6979,0.49199624880179094,1
7,179,160.0,32.486115762397006,4
42,179,160.0,74.74139316374294,4
10,180,120.0,10.898973577718914,6
25,180,60.0,2.5873428866544836,6
33,181,10.0,0.6391304755865769,2
23,182,20.0,0.9554784076015093,2
33,182,20.0,1.2782609511731537,2
32,183,25.0,1.523716424078342,5
33,183,5.0,0.31956523779328844,5
7,184,10.0,2.030382235149813,1
33,184,10.0,0.6391304755865769,1
18,185,10.0,0.7898525461648366,2
5,186,30.0,1.534507974410241,15
0,187,10.0,0.41589199403284616,10
1,187,10.0,0.5429371046041254,10
2,187,10.0,0.5429371046041254,10
10,188,5.0,0.45412389907162143,1
23,188,10.0,0.47773920380075463,1
29,188,10.0,0.5469387877614876,1
18,189,15.0,1.1847788192472548,3
7,190,20.0,4.060764470299626,2
33,190,20.0,1.2782609511731537,2
32,191,15.0,0.9142298544470052,3
33,191,3.0,0.19173914267597306,3
0,192,5.0,0.20794599701642308,5
1,192,5.0,0.2714685523020627,5
2,192,5.0,0.2714685523020627,5
33,193,10.0,0.6391304755865769,2
18,194,10.0,0.7898525461648366,2
32,195,15.0,0.9142298544470052,3
33,195,2.9999999999999996,0.191739142675973,3
0,196,3.0,0.12476759820985386,3
1,196,3.0,0.16288113138123764,3
2,196,3.0,0.16288113138123764,3
5,197,10.0,0.511502658136747,5
18,198,10.0,0.7898525461648366,2
14,199,5.0,0.34963511509636025,1
23,200,30.0,1.4332176114022641,3
33,200,30.0,1.9173914267597305,3
7,201,160.0,32.486115762397006,4
42,201,160.0,74.74139316374294,4
32,202,25.0,1.523716424078342,5
33,202,5.0,0.31956523779328844,5
5,203,30.0,1.534507974410241,15
0,204,5.0,0.20794599701642308,5
1,204,5.0,0.2714685523020627,5
2,204,5.0,0.2714685523020627,5
18,205,15.0,1.1847788192472548,3
32,206,10.0,0.6094865696313368,2
33,206,2.0,0.12782609511731535,2
0,207,2.0,0.08317839880656924,2
1,207,2.0,0.10858742092082507,2
2,207,2.0,0.10858742092082507,2
18,208,5.0,0.3949262730824183,1
5,629,10.0,0.511502658136747,5
18,630,5.0,0.3949262730824183,1
5,790,10.0,0.511502658136747,5
18,791,5.0,0.3949262730824183,1
18,1626,10.0,0.7898525461648366,2
5,1632,10.0,0.511502658136747,5
18,2724,5.0,0.3949262730824183,1
10,2874,120.0,10.898973577718914,24
23,2874,240.0,11.465740891218113,24
31,2874,120.0,6.635907209244932,24
10,2876,59.99999999999999,5.449486788859456,12
23,2876,119.99999999999999,5.732870445609056,12
31,2876,59.99999999999999,3.3179536046224656,12
10,3262,5.0,0.45412389907162143,1
23,3262,10.0,0.47773920380075463,1
31,3262,5.0,0.2764961337185389,1
10,3264,64.99999999999999,5.903610687931077,13
23,3264,129.99999999999997,6.210609649409809,13
31,3264,64.99999999999999,3.594449738341004,13
10,3267,59.99999999999999,5.449486788859456,12
23,3267,119.99999999999999,5.732870445609056,12
31,3267,59.99999999999999,3.3179536046224656,12
10,3269,39.99999999999999,3.6329911925729705,8
23,3269,79.99999999999999,3.8219136304060366,8
31,3269,39.99999999999999,2.2119690697483105,8
10,3271,25.0,2.2706194953581074,5
23,3271,50.0,2.388696019003773,5
31,3271,25.0,1.3824806685926943,5
10,3273,20.0,1.8164955962864857,4
23,3273,40.0,1.9109568152030185,4
31,3273,20.0,1.1059845348741555,4
10,3277,10.0,0.9082477981432429,2
23,3277,20.0,0.9554784076015093,2
31,3277,10.0,0.5529922674370777,2
