Goods,Building,max_supply,current_output,level
9,890,30.0,30.0,1
36,890,5.0,5.0,1
33,892,180.0,102.51013905889158,3
5,893,30.0,23.340619043457348,2
18,893,40.0,31.120825391276465,2
8,894,100.0,103.0,4
7,1079,20.0,20.2,2
38,1079,30.0,30.3,2
9,1080,30.0,30.0,1
36,1080,5.0,5.0,1
7,1086,45.0,45.9,3
39,1086,24.0,24.48,3
9,1087,60.0,60.6,2
36,1087,10.0,10.1,2
24,1091,40.0,17.38933656640676,2
11,1092,30.0,18.681963501346186,2
38,1092,120.0,74.72785400538474,2
7,1093,90.0,94.5,6
39,1093,48.0,50.4,6
9,1094,90.0,91.8,3
36,1094,15.0,15.3,3
7,1096,45.0,45.9,3
39,1096,24.0,24.48,3
9,1097,60.0,60.6,2
36,1097,10.0,10.1,2
11,1099,30.0,18.681963501346186,2
38,1099,120.0,74.72785400538474,2
7,1100,45.0,45.9,3
39,1100,24.0,24.48,3
9,1101,90.0,91.8,3
36,1101,15.0,15.3,3
7,1103,45.0,45.9,3
39,1103,24.0,24.48,3
9,1104,90.0,91.8,3
36,1104,15.0,15.3,3
7,1106,45.0,45.9,3
39,1106,24.0,24.48,3
9,1107,119.99999999999999,123.6,4
36,1107,20.0,20.6,4
13,1110,90.0,62.12900889629752,2
49,1110,40.0,27.6128928427989,2
24,1111,80.0,34.77867313281352,4
7,1112,20.0,20.2,2
37,1112,18.0,18.18,2
42,1112,12.0,12.12,2
7,1114,10.0,10.0,1
37,1114,9.0,9.0,1
42,1114,6.0,6.0,1
10,1115,30.0,30.6,3
26,1115,30.0,30.6,3
7,1118,30.0,30.3,2
39,1118,16.0,16.16,2
10,1119,50.0,52.0,5
26,1119,50.0,52.0,5
24,1120,80.0,34.77867313281352,4
13,1122,45.0,35.01092856518602,1
10,1123,30.0,30.6,3
26,1123,30.0,30.6,3
7,1124,15.0,15.0,1
39,1124,8.0,8.0,1
9,1125,30.0,30.0,1
36,1125,5.0,5.0,1
7,1127,15.0,15.0,1
39,1127,8.0,8.0,1
9,1128,60.0,60.6,2
36,1128,10.0,10.1,2
10,1129,20.0,20.2,2
26,1129,20.0,20.2,2
7,2902,132.2085,132.2085,53
9,2902,26.4417,26.4417,53
10,2902,26.4417,26.4417,53
12,2902,26.4417,26.4417,53
13,2902,26.4417,26.4417,53
15,2902,26.4417,26.4417,53
38,2902,37.01838,37.01838,53
15,2903,240.0,109.0159719194067,6
7,3022,119.6112,119.6112,48
9,3022,23.92224,23.92224,48
10,3022,23.92224,23.92224,48
12,3022,23.92224,23.92224,48
13,3022,23.92224,23.92224,48
15,3022,23.92224,23.92224,48
38,3022,33.49113,33.49113,48
7,3024,119.6868,119.6868,48
9,3024,23.93736,23.93736,48
10,3024,23.93736,23.93736,48
12,3024,23.93736,23.93736,48
13,3024,23.93736,23.93736,48
15,3024,23.93736,23.93736,48
38,3024,33.5123,33.5123,48
7,3025,40.6068,40.6068,24
9,3025,8.12136,8.12136,24
10,3025,8.12136,8.12136,24
12,3025,8.12136,8.12136,24
13,3025,8.12136,8.12136,24
15,3025,8.12136,8.12136,24
38,3025,11.3699,11.3699,24
7,3839,261.88837,261.88837,105
9,3839,52.37767,52.37767,105
10,3839,52.37767,52.37767,105
12,3839,52.37767,52.37767,105
13,3839,52.37767,52.37767,105
15,3839,52.37767,52.37767,105
38,3839,73.32874,73.32874,105
15,3840,40.0,18.16932865323445,1
7,3842,312.23437,312.23437,125
9,3842,62.44687,62.44687,125
10,3842,62.44687,62.44687,125
12,3842,62.44687,62.44687,125
13,3842,62.44687,62.44687,125
15,3842,62.44687,62.44687,125
38,3842,87.42562,87.42562,125
7,3843,244.58595,244.58595,98
9,3843,48.91719,48.91719,98
10,3843,48.91719,48.91719,98
12,3843,48.91719,48.91719,98
13,3843,48.91719,48.91719,98
15,3843,48.91719,48.91719,98
38,3843,68.48406,68.48406,98
15,3844,40.0,18.16932865323445,1
7,3845,169.49677,169.49677,69
9,3845,33.89935,33.89935,69
10,3845,33.89935,33.89935,69
12,3845,33.89935,33.89935,69
13,3845,33.89935,33.89935,69
15,3845,33.89935,33.89935,69
38,3845,47.45909,47.45909,69
7,3846,41.409547826086964,47.62098,19
9,3846,8.281904347826089,9.52419,19
10,3846,8.281904347826089,9.52419,19
12,3846,8.281904347826089,9.52419,19
13,3846,8.281904347826089,9.52419,19
15,3846,8.281904347826089,9.52419,19
38,3846,11.59466956521739,13.33387,19
7,3847,78.6944,90.49856,32
9,3847,15.738878260869567,18.09971,32
10,3847,15.738878260869567,18.09971,32
12,3847,15.738878260869567,18.09971,32
13,3847,15.738878260869567,18.09971,32
15,3847,15.738878260869567,18.09971,32
38,3847,22.034426086956525,25.33959,32
15,3848,40.0,18.16932865323445,1
7,3849,39.7998,39.7998,18
9,3849,7.95996,7.95996,18
10,3849,7.95996,7.95996,18
12,3849,7.95996,7.95996,18
13,3849,7.95996,7.95996,18
15,3849,7.95996,7.95996,18
38,3849,11.14394,11.14394,18
7,3850,184.7558,184.7558,74
9,3850,36.95116,36.95116,74
10,3850,36.95116,36.95116,74
12,3850,36.95116,36.95116,74
13,3850,36.95116,36.95116,74
15,3850,36.95116,36.95116,74
38,3850,51.73162,51.73162,74
7,3851,284.57535,284.57535,114
9,3851,56.91507,56.91507,114
10,3851,56.91507,56.91507,114
12,3851,56.91507,56.91507,114
13,3851,56.91507,56.91507,114
15,3851,56.91507,56.91507,114
38,3851,79.68109,79.68109,114
15,3852,40.0,18.16932865323445,1
7,3853,60.53061739130435,69.61021,25
9,3853,12.106121739130437,13.92204,25
10,3853,12.106121739130437,13.92204,25
12,3853,12.106121739130437,13.92204,25
13,3853,12.106121739130437,13.92204,25
15,3853,12.106121739130437,13.92204,25
38,3853,16.948573913043482,19.49086,25
15,3854,40.0,18.16932865323445,1
7,3855,241.93497,241.93497,97
9,3855,48.38699,48.38699,97
10,3855,48.38699,48.38699,97
12,3855,48.38699,48.38699,97
13,3855,48.38699,48.38699,97
15,3855,48.38699,48.38699,97
38,3855,67.74179,67.74179,97
15,3856,160.0,72.6773146129378,4
7,3857,431.45335,431.45335,173
9,3857,86.29067,86.29067,173
10,3857,86.29067,86.29067,173
12,3857,86.29067,86.29067,173
13,3857,86.29067,86.29067,173
15,3857,86.29067,86.29067,173
38,3857,120.80693,120.80693,173
15,3858,240.0,109.0159719194067,6
7,3859,189.5421,189.5421,76
9,3859,37.90842,37.90842,76
10,3859,37.90842,37.90842,76
12,3859,37.90842,37.90842,76
13,3859,37.90842,37.90842,76
15,3859,37.90842,37.90842,76
38,3859,53.07178,53.07178,76
15,3860,40.0,18.16932865323445,1
7,3861,227.16785,227.16785,91
9,3861,45.43357,45.43357,91
10,3861,45.43357,45.43357,91
12,3861,45.43357,45.43357,91
13,3861,45.43357,45.43357,91
15,3861,45.43357,45.43357,91
38,3861,63.60699,63.60699,91
15,3862,80.0,36.3386573064689,2
7,3863,80.12812,80.12812,37
9,3863,16.02562,16.02562,37
10,3863,16.02562,16.02562,37
12,3863,16.02562,16.02562,37
13,3863,16.02562,16.02562,37
15,3863,16.02562,16.02562,37
38,3863,22.43587,22.43587,37
7,3864,68.66547,68.66547,29
9,3864,13.73309,13.73309,29
10,3864,13.73309,13.73309,29
12,3864,13.73309,13.73309,29
13,3864,13.73309,13.73309,29
15,3864,13.73309,13.73309,29
38,3864,19.22633,19.22633,29
7,3865,162.11487,162.11487,67
9,3865,32.42297,32.42297,67
10,3865,32.42297,32.42297,67
12,3865,32.42297,32.42297,67
13,3865,32.42297,32.42297,67
15,3865,32.42297,32.42297,67
38,3865,45.39216,45.39216,67
15,3866,200.0,90.84664326617225,5
7,3867,22.6044,22.6044,14
9,3867,4.52088,4.52088,14
10,3867,4.52088,4.52088,14
12,3867,4.52088,4.52088,14
13,3867,4.52088,4.52088,14
15,3867,4.52088,4.52088,14
38,3867,6.32923,6.32923,14
7,3868,51.69412,51.69412,21
9,3868,10.33882,10.33882,21
10,3868,10.33882,10.33882,21
12,3868,10.33882,10.33882,21
13,3868,10.33882,10.33882,21
15,3868,10.33882,10.33882,21
38,3868,14.47435,14.47435,21
7,3869,92.5441,92.5441,44
9,3869,18.50882,18.50882,44
10,3869,18.50882,18.50882,44
12,3869,18.50882,18.50882,44
13,3869,18.50882,18.50882,44
15,3869,18.50882,18.50882,44
38,3869,25.91234,25.91234,44
7,3940,153.57352,153.57352,63
9,3940,30.7147,30.7147,63
10,3940,30.7147,30.7147,63
12,3940,30.7147,30.7147,63
13,3940,30.7147,30.7147,63
15,3940,30.7147,30.7147,63
38,3940,43.00058,43.00058,63
