id,name,level
3293,building_urban_centerlevel,2
3294,building_subsistence_farmslevel,91
3295,building_urban_centerlevel,4
3296,building_subsistence_farmslevel,78
3297,building_urban_centerlevel,4
3298,building_subsistence_farmslevel,70
3299,building_urban_centerlevel,2
3300,building_subsistence_farmslevel,88
3301,building_urban_centerlevel,3
3302,building_subsistence_farmslevel,53
3303,building_urban_centerlevel,1
3304,building_subsistence_farmslevel,70
3305,building_urban_centerlevel,2
3306,building_subsistence_farmslevel,107
3307,building_subsistence_farmslevel,58
3308,building_urban_centerlevel,2
3309,building_subsistence_farmslevel,18
3310,building_urban_centerlevel,8
3352,building_subsistence_fishing_villageslevel,6
3379,building_subsistence_rice_paddieslevel,18
3579,building_subsistence_farmslevel,3
3586,building_subsistence_orchardslevel,17
3941,building_subsistence_pastureslevel,9
3962,building_trade_centerlevel,7
3963,building_trade_centerlevel,36
4003,building_trade_centerlevel,27
4015,building_trade_centerlevel,5
4043,building_conscription_centerlevel,6
4044,building_conscription_centerlevel,16
4245,building_conscription_centerlevel,14
4246,building_conscription_centerlevel,16
4247,building_conscription_centerlevel,9
4248,building_conscription_centerlevel,9
4249,building_conscription_centerlevel,8
4250,building_conscription_centerlevel,10
4251,building_conscription_centerlevel,10
4252,building_conscription_centerlevel,14
4253,building_conscription_centerlevel,16
4254,building_conscription_centerlevel,9
4255,building_conscription_centerlevel,7
4256,building_conscription_centerlevel,5
4257,building_conscription_centerlevel,6
4258,building_conscription_centerlevel,11
4259,building_conscription_centerlevel,10
4260,building_conscription_centerlevel,8
4261,building_conscription_centerlevel,11
4674,building_whaling_stationlevel,0
