id,name,level
2467,building_naval_baselevel,15
2468,building_portlevel,3
2472,building_government_administrationlevel,11
2473,building_silk_plantationlevel,10
2474,building_rice_farmlevel,5
2475,building_dye_plantationlevel,10
2476,building_fishing_wharflevel,4
2477,building_barrackslevel,20
2478,building_government_administrationlevel,10
2479,building_textile_millslevel,8
2480,building_tea_plantationlevel,15
2481,building_rice_farmlevel,4
2482,building_fishing_wharflevel,3
2483,building_barrackslevel,10
2484,building_government_administrationlevel,12
2485,building_glassworkslevel,5
2486,building_tea_plantationlevel,15
2487,building_rice_farmlevel,8
2488,building_barrackslevel,20
2489,building_government_administrationlevel,17
2490,building_construction_sectorlevel,2
2491,building_glassworkslevel,10
2492,building_tea_plantationlevel,10
2493,building_rice_farmlevel,5
2494,building_barrackslevel,20
2495,building_government_administrationlevel,15
2496,building_construction_sectorlevel,1
2497,building_glassworkslevel,6
2498,building_tea_plantationlevel,12
2499,building_government_administrationlevel,13
2500,building_iron_minelevel,2
2501,building_paper_millslevel,12
2502,building_glassworkslevel,6
2503,building_wheat_farmlevel,4
2504,building_tea_plantationlevel,10
2505,building_barrackslevel,20
2506,building_government_administrationlevel,12
2507,building_glassworkslevel,5
2508,building_rice_farmlevel,5
2509,building_silk_plantationlevel,10
2510,building_tea_plantationlevel,17
2511,building_barrackslevel,20
2512,building_government_administrationlevel,12
2513,building_furniture_manufacturieslevel,10
2514,building_rice_farmlevel,12
2515,building_paper_millslevel,7
2516,building_tea_plantationlevel,10
2517,building_barrackslevel,20
2518,building_government_administrationlevel,11
2519,building_rice_farmlevel,6
2520,building_tea_plantationlevel,15
2521,building_barrackslevel,15
2522,building_government_administrationlevel,9
2523,building_paper_millslevel,10
2524,building_furniture_manufacturieslevel,10
2525,building_rice_farmlevel,6
2526,building_tea_plantationlevel,10
2527,building_barrackslevel,15
2528,building_government_administrationlevel,10
2529,building_furniture_manufacturieslevel,8
2530,building_rice_farmlevel,4
2531,building_paper_millslevel,10
2532,building_tea_plantationlevel,6
2533,building_silk_plantationlevel,10
2534,building_barrackslevel,20
2535,building_government_administrationlevel,6
2536,building_logging_camplevel,6
2537,building_rice_farmlevel,6
2538,building_tea_plantationlevel,8
2539,building_barrackslevel,10
2540,building_fishing_wharflevel,5
2541,building_tea_plantationlevel,3
2542,building_banana_plantationlevel,5
2543,building_barrackslevel,5
2544,building_portlevel,1
2545,building_government_administrationlevel,9
2546,building_glassworkslevel,10
2547,building_textile_millslevel,8
2548,building_tea_plantationlevel,3
2549,building_wheat_farmlevel,3
2550,building_fishing_wharflevel,6
2551,building_barrackslevel,10
2552,building_portlevel,1
2553,building_government_administrationlevel,16
2554,building_paper_millslevel,10
2555,building_tea_plantationlevel,12
2556,building_fishing_wharflevel,4
2557,building_barrackslevel,10
2558,building_portlevel,1
2559,building_livestock_ranchlevel,4
2560,building_livestock_ranchlevel,6
2897,building_subsistence_rice_paddieslevel,344
2898,building_urban_centerlevel,6
2899,building_subsistence_rice_paddieslevel,388
2900,building_urban_centerlevel,6
3062,building_subsistence_pastureslevel,34
3063,building_subsistence_pastureslevel,26
3701,building_subsistence_pastureslevel,27
3702,building_subsistence_pastureslevel,37
3703,building_subsistence_rice_paddieslevel,324
3704,building_urban_centerlevel,5
3705,building_subsistence_rice_paddieslevel,130
3706,building_urban_centerlevel,3
3707,building_subsistence_rice_paddieslevel,93
3708,building_urban_centerlevel,6
3709,building_subsistence_rice_paddieslevel,176
3710,building_urban_centerlevel,3
3711,building_subsistence_pastureslevel,19
3712,building_subsistence_pastureslevel,23
3713,building_subsistence_rice_paddieslevel,351
3714,building_urban_centerlevel,4
3715,building_subsistence_rice_paddieslevel,332
3716,building_urban_centerlevel,6
3717,building_subsistence_rice_paddieslevel,75
3718,building_subsistence_farmslevel,60
3719,building_subsistence_rice_paddieslevel,197
3720,building_urban_centerlevel,2
3721,building_subsistence_farmslevel,118
3722,building_subsistence_rice_paddieslevel,365
3723,building_urban_centerlevel,2
3724,building_subsistence_rice_paddieslevel,197
3725,building_urban_centerlevel,1
3726,building_subsistence_rice_paddieslevel,144
3727,building_subsistence_rice_paddieslevel,245
3728,building_urban_centerlevel,1
3729,building_subsistence_farmslevel,55
3730,building_subsistence_rice_paddieslevel,480
3731,building_urban_centerlevel,4
3732,building_subsistence_rice_paddieslevel,266
3733,building_urban_centerlevel,6
3735,building_subsistence_rice_paddieslevel,375
3736,building_urban_centerlevel,4
3737,building_subsistence_rice_paddieslevel,231
3738,building_urban_centerlevel,4
3739,building_subsistence_rice_paddieslevel,345
3740,building_urban_centerlevel,6
3741,building_subsistence_rice_paddieslevel,257
3742,building_urban_centerlevel,4
3743,building_subsistence_rice_paddieslevel,488
3744,building_urban_centerlevel,4
3745,building_subsistence_rice_paddieslevel,186
3746,building_urban_centerlevel,7
3747,building_subsistence_rice_paddieslevel,568
3748,building_urban_centerlevel,5
3749,building_subsistence_rice_paddieslevel,528
3750,building_urban_centerlevel,7
3751,building_subsistence_rice_paddieslevel,249
3752,building_urban_centerlevel,3
3753,building_subsistence_rice_paddieslevel,304
3754,building_urban_centerlevel,6
3755,building_subsistence_rice_paddieslevel,300
3756,building_urban_centerlevel,7
3757,building_subsistence_rice_paddieslevel,316
3758,building_urban_centerlevel,2
3759,building_subsistence_rice_paddieslevel,72
3777,building_subsistence_pastureslevel,16
3785,building_subsistence_pastureslevel,50
3795,building_subsistence_farmslevel,11
3796,building_subsistence_farmslevel,40
4053,building_conscription_centerlevel,25
4054,building_conscription_centerlevel,25
4136,building_conscription_centerlevel,1
4137,building_conscription_centerlevel,1
4513,building_conscription_centerlevel,1
4514,building_conscription_centerlevel,1
4515,building_conscription_centerlevel,25
4516,building_conscription_centerlevel,25
4517,building_conscription_centerlevel,22
4518,building_conscription_centerlevel,25
4519,building_conscription_centerlevel,1
4520,building_conscription_centerlevel,1
4521,building_conscription_centerlevel,25
4522,building_conscription_centerlevel,25
4523,building_conscription_centerlevel,10
4524,building_conscription_centerlevel,6
4525,building_conscription_centerlevel,25
4526,building_conscription_centerlevel,15
4527,building_conscription_centerlevel,25
4528,building_conscription_centerlevel,25
4529,building_conscription_centerlevel,25
4530,building_conscription_centerlevel,25
4531,building_conscription_centerlevel,3
4532,building_conscription_centerlevel,25
4533,building_conscription_centerlevel,25
4534,building_conscription_centerlevel,25
4535,building_conscription_centerlevel,25
4536,building_conscription_centerlevel,25
4537,building_conscription_centerlevel,25
4538,building_conscription_centerlevel,25
4539,building_conscription_centerlevel,25
4540,building_conscription_centerlevel,25
4541,building_conscription_centerlevel,25
4542,building_conscription_centerlevel,25
4543,building_conscription_centerlevel,25
4544,building_conscription_centerlevel,25
4545,building_conscription_centerlevel,25
4546,building_conscription_centerlevel,14
