id,name,level
1579,building_furniture_manufacturieslevel,1
1580,building_logging_camplevel,3
1581,building_shipyardslevel,2
1582,building_fishing_wharflevel,3
1583,building_portlevel,1
1584,building_government_administrationlevel,2
1585,building_food_industrylevel,1
1586,building_coal_minelevel,2
1587,building_logging_camplevel,1
1588,building_maize_farmlevel,5
1589,building_cotton_plantationlevel,10
1590,building_barrackslevel,1
1591,building_portlevel,1
1592,building_government_administrationlevel,2
1593,building_cotton_plantationlevel,10
1594,building_tobacco_plantationlevel,5
1595,building_maize_farmlevel,5
1596,building_barrackslevel,1
1597,building_portlevel,1
2866,building_subsistence_farmslevel,115
2867,building_subsistence_farmslevel,116
2868,building_urban_centerlevel,10
2869,building_subsistence_farmslevel,162
2870,building_urban_centerlevel,3
2915,building_subsistence_farmslevel,20
2916,building_subsistence_farmslevel,103
2919,building_subsistence_farmslevel,126
2923,building_subsistence_farmslevel,129
2926,building_subsistence_farmslevel,17
2927,building_subsistence_farmslevel,39
2930,building_subsistence_farmslevel,148
2935,building_subsistence_farmslevel,178
2936,building_subsistence_farmslevel,227
2937,building_subsistence_farmslevel,240
2938,building_subsistence_farmslevel,111
2940,building_subsistence_farmslevel,180
2941,building_subsistence_farmslevel,212
2942,building_urban_centerlevel,1
2943,building_subsistence_farmslevel,179
2944,building_subsistence_farmslevel,172
2945,building_urban_centerlevel,2
2946,building_subsistence_farmslevel,166
2947,building_urban_centerlevel,2
2948,building_subsistence_farmslevel,155
2949,building_urban_centerlevel,2
2950,building_subsistence_farmslevel,150
2951,building_subsistence_farmslevel,149
2952,building_urban_centerlevel,1
2953,building_subsistence_farmslevel,100
2954,building_subsistence_farmslevel,159
2955,building_urban_centerlevel,1
2956,building_urban_centerlevel,1
2957,building_subsistence_farmslevel,50
2958,building_subsistence_farmslevel,21
2959,building_subsistence_farmslevel,14
2960,building_subsistence_farmslevel,173
2961,building_urban_centerlevel,4
2962,building_subsistence_farmslevel,39
2963,building_urban_centerlevel,1
2964,building_subsistence_farmslevel,268
2965,building_subsistence_fishing_villageslevel,15
2966,building_subsistence_fishing_villageslevel,10
2967,building_subsistence_fishing_villageslevel,18
2968,building_urban_centerlevel,3
2969,building_subsistence_farmslevel,22
2970,building_subsistence_farmslevel,14
2971,building_subsistence_fishing_villageslevel,20
2972,building_urban_centerlevel,1
2973,building_subsistence_farmslevel,165
2974,building_urban_centerlevel,1
3946,building_subsistence_farmslevel,80
3947,building_urban_centerlevel,1
3956,building_trade_centerlevel,16
3957,building_trade_centerlevel,60
3958,building_trade_centerlevel,17
3959,building_urban_centerlevel,1
4037,building_conscription_centerlevel,7
4038,building_conscription_centerlevel,38
4039,building_conscription_centerlevel,18
4069,building_conscription_centerlevel,1
4070,building_conscription_centerlevel,7
4072,building_conscription_centerlevel,11
4073,building_conscription_centerlevel,1
4074,building_conscription_centerlevel,23
4075,building_conscription_centerlevel,15
4076,building_conscription_centerlevel,15
4077,building_conscription_centerlevel,6
4078,building_conscription_centerlevel,14
4079,building_conscription_centerlevel,1
4080,building_conscription_centerlevel,14
4081,building_conscription_centerlevel,2
4082,building_conscription_centerlevel,3
4083,building_conscription_centerlevel,6
4084,building_conscription_centerlevel,1
4085,building_conscription_centerlevel,26
4086,building_conscription_centerlevel,6
4087,building_conscription_centerlevel,7
4088,building_conscription_centerlevel,3
4089,building_conscription_centerlevel,1
4090,building_conscription_centerlevel,14
4091,building_conscription_centerlevel,4
4092,building_conscription_centerlevel,4
4093,building_conscription_centerlevel,6
4094,building_conscription_centerlevel,16
4642,building_conscription_centerlevel,15
4647,building_wheat_farmlevel,0
