Goods,Building,max_demand,current_input,level
23,268,30.0,2.6482942054719585,1
24,268,40.0,1.8061094345745372,1
24,269,60.0,2.7091641518618057,3
26,269,30.0,1.748198181783385,3
23,270,60.0,5.296588410943917,6
33,270,60.0,4.855620449903351,6
33,271,25.0,2.0231751874597297,5
0,273,15.0,0.7150248521556846,15
1,273,15.0,0.8805187217837845,15
2,273,15.0,0.875784750161291,15
10,274,119.99999999999999,24.45281176951316,4
22,274,40.0,0.8665991345153453,4
18,276,10.0,3.779653611151445,2
18,277,5.0,1.8898268055757226,1
7,279,10.0,7.705797090699797,1
33,279,10.0,0.8092700749838919,1
33,280,5.0,0.40463503749194596,1
9,281,90.0,42.97922356801948,3
20,281,30.0,38.458498023715414,3
21,281,15.0,3.546348314606741,3
7,283,20.0,15.411594181399593,2
33,283,20.0,1.6185401499677838,2
0,284,15.0,0.7150248521556846,15
1,284,15.0,0.8805187217837845,15
2,284,15.0,0.875784750161291,15
14,285,60.0,5.163915210355833,3
9,286,90.0,42.97922356801948,3
20,286,30.0,38.458498023715414,3
21,286,15.0,3.546348314606741,3
9,287,20.0,9.550938570670995,2
10,287,40.0,8.150937256504388,2
26,287,20.0,1.1654654545222567,2
33,287,10.0,0.8092700749838919,2
33,288,15.0,1.2139051124758378,3
0,290,25.0,1.191708086926141,25
1,290,25.0,1.4675312029729741,25
2,290,25.0,1.4596412502688183,25
14,291,100.0,8.606525350593055,5
9,292,80.0,38.20375428268398,4
10,292,160.0,32.60374902601755,4
33,293,20.0,1.6185401499677838,4
24,294,40.0,1.8061094345745372,2
26,294,20.0,1.1654654545222567,2
18,295,15.0,5.6694804167271675,3
5,296,40.0,12.77475674899049,20
7,298,50.0,38.52898545349898,5
33,298,50.0,4.046350374919459,5
18,299,15.0,5.6694804167271675,3
14,300,100.0,8.606525350593055,5
10,301,119.99999999999999,24.45281176951316,4
30,301,80.0,2.105072478084029,4
9,302,99.99999999999999,47.75469285335497,10
10,302,199.99999999999997,40.75468628252194,10
26,302,99.99999999999999,5.827327272611283,10
33,302,49.99999999999999,4.0463503749194585,10
33,303,10.0,0.8092700749838919,2
23,304,20.0,1.765529470314639,2
33,304,20.0,1.6185401499677838,2
0,306,10.0,0.4766832347704563,10
1,306,10.0,0.5870124811891896,10
2,306,10.0,0.5838565001075273,10
7,307,240.0,184.93913017679515,6
42,307,240.0,109.79204914997086,6
0,308,10.0,0.4766832347704563,10
1,308,10.0,0.5870124811891896,10
2,308,10.0,0.5838565001075273,10
33,309,15.0,1.2139051124758378,3
14,311,100.0,8.606525350593055,5
9,312,79.99999999999999,38.203754282683974,8
10,312,159.99999999999997,32.603749026017546,8
26,312,79.99999999999999,4.661861818089025,8
33,312,39.99999999999999,3.2370802999355672,8
23,313,10.0,0.8827647351573195,1
33,313,10.0,0.8092700749838919,1
0,315,10.0,0.4766832347704563,10
1,315,10.0,0.5870124811891896,10
2,315,10.0,0.5838565001075273,10
10,316,119.99999999999999,24.45281176951316,4
30,316,80.0,2.105072478084029,4
23,318,40.0,3.531058940629278,4
33,318,40.0,3.2370802999355677,4
23,319,10.0,0.8827647351573195,1
33,319,10.0,0.8092700749838919,1
33,320,25.0,2.0231751874597297,5
0,321,15.0,0.7150248521556846,15
1,321,15.0,0.8805187217837845,15
2,321,15.0,0.875784750161291,15
14,322,60.0,5.163915210355833,3
7,323,120.0,92.46956508839757,3
42,323,120.0,54.89602457498543,3
33,324,15.0,1.2139051124758378,3
18,325,10.0,3.779653611151445,2
5,327,20.0,6.387378374495245,10
18,328,15.0,5.6694804167271675,3
14,329,100.0,8.606525350593055,5
10,330,80.0,16.301874513008777,4
21,330,59.99999999999999,14.185393258426963,4
25,330,40.0,2.745695432277828,4
7,332,40.00000000000001,30.823188362799193,4
33,332,40.00000000000001,3.237080299935568,4
0,333,5.0,0.23834161738522816,5
1,333,5.0,0.2935062405945948,5
2,333,5.0,0.29192825005376366,5
7,634,10.0,7.705797090699797,1
33,634,10.0,0.8092700749838919,1
1,636,5.0,0.2935062405945948,5
2,636,5.0,0.29192825005376366,5
18,637,5.0,1.8898268055757226,1
18,1207,10.0,3.779653611151445,2
2,1211,1.0,0.05838565001075273,2
18,1221,5.0,1.8898268055757226,1
18,1227,5.0,1.8898268055757226,1
18,1228,4.26,1.6101324383505156,1
18,2354,5.0,1.8898268055757226,1
10,2879,10.0,2.037734314126097,2
31,2879,10.0,1.1727272803782223,2
10,2881,30.0,6.113202942378291,6
31,2881,30.0,3.5181818411346666,6
10,3279,10.0,2.037734314126097,2
31,3279,10.0,1.1727272803782223,2
10,3281,35.0,7.13207009944134,7
31,3281,35.0,4.104545481323778,7
10,3283,20.0,4.075468628252194,4
31,3283,20.0,2.3454545607564445,4
10,3285,10.0,2.037734314126097,2
31,3285,10.0,1.1727272803782223,2
10,3287,10.0,2.037734314126097,2
31,3287,10.0,1.1727272803782223,2
10,3289,5.0,1.0188671570630485,1
31,3289,5.0,0.5863636401891111,1
10,3291,5.0,1.0188671570630485,1
31,3291,5.0,0.5863636401891111,1
10,3293,10.0,2.037734314126097,2
31,3293,10.0,1.1727272803782223,2
10,3295,20.0,4.075468628252194,4
31,3295,20.0,2.3454545607564445,4
10,3297,20.0,4.075468628252194,4
31,3297,20.0,2.3454545607564445,4
10,3299,10.0,2.037734314126097,2
31,3299,10.0,1.1727272803782223,2
10,3301,15.0,3.0566014711891456,3
31,3301,15.0,1.7590909205673333,3
10,3303,5.0,1.0188671570630485,1
31,3303,5.0,0.5863636401891111,1
10,3305,10.0,2.037734314126097,2
31,3305,10.0,1.1727272803782223,2
10,3308,10.0,2.037734314126097,2
31,3308,10.0,1.1727272803782223,2
10,3310,39.99999999999999,8.150937256504386,8
31,3310,39.99999999999999,4.690909121512888,8
