Goods,Building,max_supply,current_output,level
9,2447,179.28,188.244,6
36,2447,29.88,31.374,6
40,2450,99.6,103.584,5
9,2452,149.4,155.376,5
36,2452,24.9,25.896,5
14,2455,160.0,127.50160548619789,4
40,2456,199.19999999999996,217.128,10
20,2457,199.2,266.928,10
37,2460,209.16,221.7096,7
8,2461,125.0,130.0,5
20,2462,398.40000000000003,573.696,20
7,2463,159.35999999999999,170.5152,8
37,2463,47.80799999999999,51.15456,8
42,2463,71.712,76.73184,8
21,2464,298.79999999999995,331.668,12
5,2465,30.0,26.953275514331054,2
18,2465,40.0,35.937700685774736,2
20,2473,199.2,266.928,10
7,2474,99.6,103.584,5
37,2474,29.88,31.0752,5
42,2474,44.82,46.6128,5
21,2475,249.0,271.41,10
8,2476,100.0,103.0,4
12,2479,200.0,200.0,8
48,2479,159.99999999999997,159.99999999999997,8
40,2480,298.8,340.632,15
7,2481,79.68,82.0704,4
37,2481,23.904,24.62112,4
42,2481,35.856,36.93168,4
8,2482,75.0,76.5,3
31,2485,50.0,44.92212585721842,5
35,2485,125.0,112.30531464304605,5
40,2486,298.8,340.632,15
7,2487,159.35999999999999,170.5152,8
37,2487,47.80799999999999,51.15456,8
42,2487,71.712,76.73184,8
31,2491,99.99999999999999,89.84425171443682,10
35,2491,249.99999999999997,224.61062928609206,10
40,2492,199.19999999999996,217.128,10
7,2493,99.6,103.584,5
37,2493,29.88,31.0752,5
42,2493,44.82,46.6128,5
31,2497,60.0,53.90655102866211,6
35,2497,150.0,134.76637757165525,6
40,2498,239.04,265.3344,12
24,2500,40.0,40.0,2
14,2501,479.99999999999994,382.5048164585936,12
31,2502,60.0,53.90655102866211,6
35,2502,150.0,134.76637757165525,6
7,2503,39.84,41.0352,4
37,2503,35.856,36.93168,4
42,2503,23.904,24.62112,4
40,2504,199.19999999999996,217.128,10
31,2507,50.0,44.92212585721842,5
35,2507,125.0,112.30531464304605,5
7,2508,99.6,103.584,5
37,2508,29.88,31.0752,5
42,2508,44.82,46.6128,5
20,2509,199.2,266.928,10
40,2510,338.64000000000004,392.8224,17
13,2513,249.99999999999997,233.0737528573947,10
49,2513,199.99999999999997,186.45900228591577,10
7,2514,239.04,265.3344,12
37,2514,71.71199999999999,79.60032,12
42,2514,107.568,119.40048,12
14,2515,280.0,223.12780960084632,7
40,2516,199.19999999999996,217.128,10
7,2519,119.52,125.496,6
37,2519,35.856,37.6488,6
42,2519,53.784,56.4732,6
40,2520,298.8,340.632,15
14,2523,399.99999999999994,318.7540137154947,10
13,2524,249.99999999999997,233.0737528573947,10
49,2524,199.99999999999997,186.45900228591577,10
7,2525,119.52,125.496,6
37,2525,35.856,37.6488,6
42,2525,53.784,56.4732,6
40,2526,199.19999999999996,217.128,10
13,2529,200.0,186.4590022859158,8
49,2529,159.99999999999997,149.1672018287326,8
7,2530,79.68,82.0704,4
37,2530,23.904,24.62112,4
42,2530,35.856,36.93168,4
14,2531,399.99999999999994,318.7540137154947,10
40,2532,119.52,125.496,6
20,2533,199.2,266.928,10
10,2536,60.0,63.0,6
26,2536,60.0,63.0,6
7,2537,119.52,125.496,6
37,2537,35.856,37.6488,6
42,2537,53.784,56.4732,6
40,2538,159.35999999999999,170.5152,8
8,2540,125.0,130.0,5
40,2541,59.76,60.9552,3
37,2542,149.4,155.376,5
31,2546,99.99999999999999,89.84425171443682,10
35,2546,249.99999999999997,224.61062928609206,10
12,2547,200.0,200.0,8
48,2547,159.99999999999997,159.99999999999997,8
40,2548,59.76,60.9552,3
7,2549,29.88,30.4776,3
37,2549,26.892,27.42984,3
42,2549,17.928,18.28656,3
8,2550,150.0,157.5,6
14,2554,399.99999999999994,318.7540137154947,10
40,2555,239.04,265.3344,12
8,2556,100.0,103.0,4
9,2559,119.52,123.1056,4
36,2559,19.92,20.5176,4
9,2560,179.28,188.244,6
36,2560,29.88,31.374,6
7,2897,1888.216,1888.216,344
9,2897,257.484,257.484,344
10,2897,257.484,257.484,344
12,2897,343.312,343.312,344
13,2897,343.312,343.312,344
15,2897,343.312,343.312,344
38,2897,514.968,514.968,344
15,2898,240.0,166.9785204362662,6
7,2899,2129.732,2129.732,388
9,2899,290.418,290.418,388
10,2899,290.418,290.418,388
12,2899,387.224,387.224,388
13,2899,387.224,387.224,388
15,2899,387.224,387.224,388
38,2899,580.836,580.836,388
15,2900,240.0,166.9785204362662,6
7,3062,16.31167,16.31167,34
9,3062,24.4675,24.4675,34
10,3062,8.15583,8.15583,34
12,3062,16.31167,16.31167,34
13,3062,16.31167,16.31167,34
15,3062,16.31167,16.31167,34
36,3062,54.15474,54.15474,34
38,3062,22.83633,22.83633,34
7,3063,12.948,12.948,26
9,3063,19.422,19.422,26
10,3063,6.474,6.474,26
12,3063,12.948,12.948,26
13,3063,12.948,12.948,26
15,3063,12.948,12.948,26
36,3063,42.98736,42.98736,26
38,3063,18.1272,18.1272,26
7,3701,12.56404,12.56404,27
9,3701,18.84606,18.84606,27
10,3701,6.28202,6.28202,27
12,3701,12.56404,12.56404,27
13,3701,12.56404,12.56404,27
15,3701,12.56404,12.56404,27
36,3701,41.71262,41.71262,27
38,3701,17.58966,17.58966,27
7,3702,18.3514375,14.68115,37
9,3702,27.5271625,22.02173,37
10,3702,9.1757125,7.34057,37
12,3702,18.3514375,14.68115,37
13,3702,18.3514375,14.68115,37
15,3702,18.3514375,14.68115,37
36,3702,60.926787499999996,48.74143,37
38,3702,25.692012499999997,20.55361,37
7,3703,1778.4360000000001,2045.2014,324
9,3703,242.514,278.8911,324
10,3703,242.514,278.8911,324
12,3703,323.35200000000003,371.8548,324
13,3703,323.35200000000003,371.8548,324
15,3703,323.35200000000003,371.8548,324
38,3703,485.028,557.7822,324
15,3704,200.0,139.14876703022188,5
7,3705,713.57,713.57,130
9,3705,97.305,97.305,130
10,3705,97.305,97.305,130
12,3705,129.74,129.74,130
13,3705,129.74,129.74,130
15,3705,129.74,129.74,130
38,3705,194.61,194.61,130
15,3706,120.0,83.4892602181331,3
7,3707,481.39822,481.39822,93
9,3707,65.64521,65.64521,93
10,3707,65.64521,65.64521,93
12,3707,87.52695,87.52695,93
13,3707,87.52695,87.52695,93
15,3707,87.52695,87.52695,93
38,3707,131.29042,131.29042,93
15,3708,240.0,166.9785204362662,6
7,3709,966.064,966.064,176
9,3709,131.736,131.736,176
10,3709,131.736,131.736,176
12,3709,175.648,175.648,176
13,3709,175.648,175.648,176
15,3709,175.648,175.648,176
38,3709,263.472,263.472,176
15,3710,120.0,83.4892602181331,3
7,3711,9.462087499999999,7.56967,19
9,3711,14.193137499999999,11.35451,19
10,3711,4.731037499999999,3.78483,19
12,3711,9.462087499999999,7.56967,19
13,3711,9.462087499999999,7.56967,19
15,3711,9.462087499999999,7.56967,19
36,3711,31.414149999999996,25.13132,19
38,3711,13.246925,10.59754,19
7,3712,11.453999999999999,9.1632,23
9,3712,17.180999999999997,13.7448,23
10,3712,5.726999999999999,4.5816,23
12,3712,11.453999999999999,9.1632,23
13,3712,11.453999999999999,9.1632,23
15,3712,11.453999999999999,9.1632,23
36,3712,38.027274999999996,30.42182,23
38,3712,16.0356,12.82848,23
7,3713,1860.09466,1860.09466,351
9,3713,253.64927,253.64927,351
10,3713,253.64927,253.64927,351
12,3713,338.19903,338.19903,351
13,3713,338.19903,338.19903,351
15,3713,338.19903,338.19903,351
38,3713,507.29854,507.29854,351
15,3714,160.0,111.31901362417749,4
7,3715,1822.348,1822.348,332
9,3715,248.502,248.502,332
10,3715,248.502,248.502,332
12,3715,331.336,331.336,332
13,3715,331.336,331.336,332
15,3715,331.336,331.336,332
38,3715,497.004,497.004,332
15,3716,240.0,166.9785204362662,6
7,3717,298.188,298.188,75
9,3717,40.662,40.662,75
10,3717,40.662,40.662,75
12,3717,54.216,54.216,75
13,3717,54.216,54.216,75
15,3717,54.216,54.216,75
38,3717,81.324,81.324,75
7,3718,156.6864,156.6864,60
9,3718,26.1144,26.1144,60
10,3718,26.1144,26.1144,60
12,3718,26.1144,26.1144,60
13,3718,26.1144,26.1144,60
15,3718,26.1144,26.1144,60
38,3718,36.56016,36.56016,60
7,3719,1081.333,1081.333,197
9,3719,147.4545,147.4545,197
10,3719,147.4545,147.4545,197
12,3719,196.606,196.606,197
13,3719,196.606,196.606,197
15,3719,196.606,196.606,197
38,3719,294.909,294.909,197
15,3720,80.0,55.65950681208874,2
7,3721,352.584,352.584,118
9,3721,58.764,58.764,118
10,3721,58.764,58.764,118
12,3721,58.764,58.764,118
13,3721,58.764,58.764,118
15,3721,58.764,58.764,118
38,3721,82.2696,82.2696,118
7,3722,1937.5988434782612,2228.23867,365
9,3722,264.2180173913044,303.85072,365
10,3722,264.2180173913044,303.85072,365
12,3722,352.29069565217395,405.1343,365
13,3722,352.29069565217395,405.1343,365
15,3722,352.29069565217395,405.1343,365
38,3722,528.4360434782609,607.70145,365
15,3723,80.0,55.65950681208874,2
7,3724,1081.333,1081.333,197
9,3724,147.4545,147.4545,197
10,3724,147.4545,147.4545,197
12,3724,196.606,196.606,197
13,3724,196.606,196.606,197
15,3724,196.606,196.606,197
38,3724,294.909,294.909,197
15,3725,40.0,27.82975340604437,1
7,3726,790.416,790.416,144
9,3726,107.784,107.784,144
10,3726,107.784,107.784,144
12,3726,143.712,143.712,144
13,3726,143.712,143.712,144
15,3726,143.712,143.712,144
38,3726,215.568,215.568,144
7,3727,1294.8127478260872,1489.03466,245
9,3727,176.56537391304352,203.05018,245
10,3727,176.56537391304352,203.05018,245
12,3727,235.4204956521739,270.73357,245
13,3727,235.4204956521739,270.73357,245
15,3727,235.4204956521739,270.73357,245
38,3727,353.13074782608703,406.10036,245
15,3728,40.0,27.82975340604437,1
7,3729,164.34,164.34,55
9,3729,27.39,27.39,55
10,3729,27.39,27.39,55
12,3729,27.39,27.39,55
13,3729,27.39,27.39,55
15,3729,27.39,27.39,55
38,3729,38.346,38.346,55
7,3730,2563.1496,2563.1496,480
9,3730,349.5204,349.5204,480
10,3730,349.5204,349.5204,480
12,3730,466.0272,466.0272,480
13,3730,466.0272,466.0272,480
15,3730,466.0272,466.0272,480
38,3730,699.0408,699.0408,480
15,3731,160.0,111.31901362417749,4
7,3732,1460.074,1460.074,266
9,3732,199.101,199.101,266
10,3732,199.101,199.101,266
12,3732,265.468,265.468,266
13,3732,265.468,265.468,266
15,3732,265.468,265.468,266
38,3732,398.202,398.202,266
15,3733,240.0,166.9785204362662,6
7,3735,2058.375,2058.375,375
9,3735,280.6875,280.6875,375
10,3735,280.6875,280.6875,375
12,3735,374.25,374.25,375
13,3735,374.25,374.25,375
15,3735,374.25,374.25,375
38,3735,561.375,561.375,375
15,3736,160.0,111.31901362417749,4
7,3737,1170.88009,1170.88009,231
9,3737,159.66546,159.66546,231
10,3737,159.66546,159.66546,231
12,3737,212.88729,212.88729,231
13,3737,212.88729,212.88729,231
15,3737,212.88729,212.88729,231
38,3737,319.33093,319.33093,231
15,3738,160.0,111.31901362417749,4
7,3739,1376.6742,1376.6742,345
9,3739,187.7283,187.7283,345
10,3739,187.7283,187.7283,345
12,3739,250.3044,250.3044,345
13,3739,250.3044,250.3044,345
15,3739,250.3044,250.3044,345
38,3739,375.4566,375.4566,345
15,3740,240.0,166.9785204362662,6
7,3741,1375.34963,1375.34963,257
9,3741,187.54767,187.54767,257
10,3741,187.54767,187.54767,257
12,3741,250.06357,250.06357,257
13,3741,250.06357,250.06357,257
15,3741,250.06357,250.06357,257
38,3741,375.09535,375.09535,257
15,3742,160.0,111.31901362417749,4
7,3743,2678.632,2678.632,488
9,3743,365.268,365.268,488
10,3743,365.268,365.268,488
12,3743,487.024,487.024,488
13,3743,487.024,487.024,488
15,3743,487.024,487.024,488
38,3743,730.536,730.536,488
15,3744,160.0,111.31901362417749,4
7,3745,1005.99774,1005.99774,186
9,3745,137.18151,137.18151,186
10,3745,137.18151,137.18151,186
12,3745,182.90868,182.90868,186
13,3745,182.90868,182.90868,186
15,3745,182.90868,182.90868,186
38,3745,274.36302,274.36302,186
15,3746,280.0,194.8082738423106,7
7,3747,3117.752,3117.752,568
9,3747,425.148,425.148,568
10,3747,425.148,425.148,568
12,3747,566.864,566.864,568
13,3747,566.864,566.864,568
15,3747,566.864,566.864,568
38,3747,850.296,850.296,568
15,3748,200.0,139.14876703022188,5
7,3749,2898.192,2898.192,528
9,3749,395.208,395.208,528
10,3749,395.208,395.208,528
12,3749,526.944,526.944,528
13,3749,526.944,526.944,528
15,3749,526.944,526.944,528
38,3749,790.416,790.416,528
15,3750,280.0,194.8082738423106,7
7,3751,1358.51661,1358.51661,249
9,3751,185.25226,185.25226,249
10,3751,185.25226,185.25226,249
12,3751,247.00302,247.00302,249
13,3751,247.00302,247.00302,249
15,3751,247.00302,247.00302,249
38,3751,370.50453,370.50453,249
15,3752,120.0,83.4892602181331,3
7,3753,1652.72184,1652.72184,304
9,3753,225.37116,225.37116,304
10,3753,225.37116,225.37116,304
12,3753,300.49488,300.49488,304
13,3753,300.49488,300.49488,304
15,3753,300.49488,300.49488,304
38,3753,450.74232,450.74232,304
15,3754,240.0,166.9785204362662,6
7,3755,1646.7,1646.7,300
9,3755,224.55,224.55,300
10,3755,224.55,224.55,300
12,3755,299.4,299.4,300
13,3755,299.4,299.4,300
15,3755,299.4,299.4,300
38,3755,449.1,449.1,300
15,3756,280.0,194.8082738423106,7
7,3757,1734.524,1734.524,316
9,3757,236.526,236.526,316
10,3757,236.526,236.526,316
12,3757,315.368,315.368,316
13,3757,315.368,315.368,316
15,3757,315.368,315.368,316
38,3757,473.052,473.052,316
15,3758,80.0,55.65950681208874,2
7,3759,356.22972,356.22972,72
9,3759,48.57678,48.57678,72
10,3759,48.57678,48.57678,72
12,3759,64.76904,64.76904,72
13,3759,64.76904,64.76904,72
15,3759,64.76904,64.76904,72
38,3759,97.15356,97.15356,72
7,3777,5.6336,5.6336,16
9,3777,8.4504,8.4504,16
10,3777,2.8168,2.8168,16
12,3777,5.6336,5.6336,16
13,3777,5.6336,5.6336,16
15,3777,5.6336,5.6336,16
36,3777,18.70355,18.70355,16
38,3777,7.88704,7.88704,16
7,3785,6.3155,6.3155,50
9,3785,9.47325,9.47325,50
10,3785,3.15775,3.15775,50
12,3785,6.3155,6.3155,50
13,3785,6.3155,6.3155,50
15,3785,6.3155,6.3155,50
36,3785,20.96746,20.96746,50
38,3785,8.8417,8.8417,50
7,3795,7.76688,7.76688,11
9,3795,1.29448,1.29448,11
10,3795,1.29448,1.29448,11
12,3795,1.29448,1.29448,11
13,3795,1.29448,1.29448,11
15,3795,1.29448,1.29448,11
38,3795,1.81227,1.81227,11
7,3796,4.482,4.482,40
9,3796,0.747,0.747,40
10,3796,0.747,0.747,40
12,3796,0.747,0.747,40
13,3796,0.747,0.747,40
15,3796,0.747,0.747,40
38,3796,1.0458,1.0458,40
